Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2015-11-19,116.44000244140625,116.6500015258789,115.73999786376953,116.05999755859375,107.58050537109375,25512500,0.0,0
2015-11-20,116.4800033569336,117.36000061035156,116.37999725341797,116.80999755859375,108.27572631835938,31697700,0.0,0
2015-11-23,116.70999908447266,117.88999938964844,116.68000030517578,117.38999938964844,108.81332397460938,22716400,0.0,0
2015-11-24,116.87999725341797,118.41999816894531,116.55999755859375,118.25,109.61051177978516,24994500,0.0,0
2015-11-25,118.30000305175781,119.31999969482422,118.11000061035156,119.16999816894531,110.46331024169922,20772600,0.0,0
2015-11-27,119.2699966430664,119.9000015258789,118.87999725341797,119.62000274658203,110.88043212890625,14129300,0.0,0
2015-11-30,120.0199966430664,120.06999969482422,119.05000305175781,119.0999984741211,110.3984146118164,30165400,0.0,0
2015-12-01,119.61000061035156,119.91000366210938,118.9000015258789,119.88999938964844,111.13067626953125,27899900,0.0,0
2015-12-02,119.7300033569336,120.04000091552734,118.44999694824219,118.5999984741211,109.93494415283203,22238300,0.0,0
2015-12-03,118.93000030517578,119.44999694824219,116.13999938964844,116.5999984741211,108.08106994628906,39485400,0.0,0
2015-12-04,116.5999984741211,117.93000030517578,116.33999633789062,117.77999877929688,109.17485809326172,32669900,0.0,0
2015-12-07,117.63999938964844,117.66999816894531,115.51000213623047,116.01000213623047,107.53417205810547,29621400,0.0,0
2015-12-08,114.95999908447266,116.01000213623047,114.45999908447266,115.37000274658203,106.94093322753906,30946000,0.0,0
2015-12-09,115.02999877929688,116.16999816894531,113.5999984741211,114.08000183105469,105.74517059326172,41980400,0.0,0
2015-12-10,113.88999938964844,115.08000183105469,113.6500015258789,114.45999908447266,106.097412109375,31278800,0.0,0
2015-12-11,113.2699966430664,113.33999633789062,111.52999877929688,111.91000366210938,103.73373413085938,52609300,0.0,0
2015-12-14,111.87000274658203,112.37999725341797,110.27999877929688,111.11000061035156,102.99217987060547,53400400,0.0,0
2015-12-15,111.7300033569336,112.95999908447266,111.5999984741211,112.70999908447266,104.47525787353516,48273900,0.0,0
2015-12-16,113.48999786376953,114.6500015258789,112.83000183105469,114.43000030517578,106.06961059570312,44560600,0.0,0
2015-12-17,114.91000366210938,114.94000244140625,112.97000122070312,113.20999908447266,104.93875122070312,41318000,0.0,0
2015-12-18,112.66000366210938,112.88999938964844,111.44000244140625,111.4800033569336,103.33513641357422,49876600,0.0,0
2015-12-21,112.16999816894531,112.62999725341797,111.5,112.31999969482422,104.11375427246094,26479300,0.0,0
2015-12-22,112.63999938964844,113.5199966430664,111.79000091552734,113.3499984741211,105.06852722167969,28108700,0.0,0
2015-12-23,113.91999816894531,114.95999908447266,113.7300033569336,114.77999877929688,106.39405059814453,29609700,0.0,0
2015-12-24,114.44000244140625,115.16000366210938,114.1500015258789,114.5,106.59510803222656,13370500,0.496,0
2015-12-28,113.9800033569336,114.06999969482422,112.95999908447266,113.97000122070312,106.10173797607422,22125500,0.0,0
2015-12-29,114.4800033569336,115.29000091552734,114.06999969482422,115.19999694824219,107.2468032836914,22841500,0.0,0
2015-12-30,115.05000305175781,115.3499984741211,114.0,114.04000091552734,106.16687774658203,21273200,0.0,0
2015-12-31,113.55999755859375,113.97000122070312,112.51000213623047,112.62000274658203,104.84493255615234,39517700,0.0,0
2016-01-04,110.61000061035156,110.83000183105469,109.08000183105469,110.01000213623047,102.41510009765625,66665900,0.0,0
2016-01-05,110.41000366210938,110.58000183105469,109.55000305175781,110.25,102.63853454589844,28253300,0.0,0
2016-01-06,108.69999694824219,109.5999984741211,108.0,108.56999969482422,101.07451629638672,35569200,0.0,0
2016-01-07,106.72000122070312,107.5,105.48999786376953,105.66999816894531,98.37472534179688,52482000,0.0,0
2016-01-08,105.87000274658203,106.48999786376953,103.66000366210938,103.8499984741211,96.6803970336914,60299300,0.0,0
2016-01-11,104.20999908447266,104.77999877929688,102.30999755859375,103.4000015258789,96.26146697998047,47144800,0.0,0
2016-01-12,104.22000122070312,104.98999786376953,101.94000244140625,103.70999908447266,96.55004119873047,53702900,0.0,0
2016-01-13,103.91000366210938,104.41999816894531,99.6500015258789,100.37999725341797,93.44996643066406,70591600,0.0,0
2016-01-14,100.86000061035156,102.70999908447266,99.19000244140625,101.7699966430664,94.74398040771484,69373400,0.0,0
2016-01-15,99.08000183105469,100.29000091552734,97.51000213623047,100.12000274658203,93.20790100097656,85759200,0.0,0
2016-01-19,101.06999969482422,101.19999694824219,97.73999786376953,98.7699966430664,91.95109558105469,51391100,0.0,0
2016-01-20,97.43000030517578,100.33000183105469,95.05999755859375,99.18000030517578,92.33279418945312,94385800,0.0,0
2016-01-21,99.33000183105469,100.91000366210938,98.37999725341797,98.94999694824219,92.11865997314453,65798200,0.0,0
2016-01-22,100.6500015258789,101.61000061035156,100.12999725341797,101.37000274658203,94.37159729003906,46056700,0.0,0
2016-01-25,100.73999786376953,101.08000183105469,98.8499984741211,99.12000274658203,92.27693176269531,35019600,0.0,0
2016-01-26,99.5199966430664,101.4000015258789,99.18000030517578,101.0999984741211,94.1202392578125,33349600,0.0,0
2016-01-27,100.58999633789062,101.58999633789062,99.05999755859375,99.70999908447266,92.82618713378906,47973900,0.0,0
2016-01-28,100.55000305175781,100.94999694824219,99.22000122070312,99.69000244140625,92.80757904052734,41951100,0.0,0
2016-01-29,100.04000091552734,102.9800033569336,99.95999908447266,102.95999908447266,95.85181427001953,42245300,0.0,0
2016-02-01,102.13999938964844,103.08999633789062,101.25,102.48999786376953,95.41427612304688,33615700,0.0,0
2016-02-02,101.33000183105469,101.47000122070312,99.7699966430664,100.27999877929688,93.35684204101562,39692700,0.0,0
2016-02-03,101.05999755859375,101.06999969482422,98.13999938964844,100.41000366210938,93.47789001464844,55262500,0.0,0
2016-02-04,100.0,101.97000122070312,99.97000122070312,100.80000305175781,93.84095764160156,51188400,0.0,0
2016-02-05,100.3499984741211,100.44000244140625,97.95999908447266,98.04000091552734,91.27149963378906,53366600,0.0,0
2016-02-08,97.01000213623047,97.01000213623047,94.94000244140625,96.43000030517578,89.77263641357422,61107700,0.0,0
2016-02-09,95.12999725341797,97.12999725341797,95.0199966430664,95.77999877929688,89.1675033569336,55857200,0.0,0
2016-02-10,96.44999694824219,97.91999816894531,95.68000030517578,95.83000183105469,89.21408081054688,42756100,0.0,0
2016-02-11,94.08000183105469,95.4000015258789,93.63999938964844,94.79000091552734,88.24588012695312,57923200,0.0,0
2016-02-12,95.66000366210938,96.79000091552734,95.19000244140625,96.58999633789062,89.92159271240234,40097300,0.0,0
2016-02-16,97.79000091552734,99.0999984741211,97.22000122070312,98.87999725341797,92.05351257324219,38882100,0.0,0
2016-02-17,99.56999969482422,101.08999633789062,99.52999877929688,100.43000030517578,93.49650573730469,40940400,0.0,0
2016-02-18,100.51000213623047,100.63999938964844,99.54000091552734,99.94999694824219,93.04963684082031,35043600,0.0,0
2016-02-19,99.55999755859375,100.55999755859375,99.11000061035156,100.44999694824219,93.51510620117188,32424800,0.0,0
2016-02-22,101.33999633789062,102.01000213623047,101.23999786376953,101.56999969482422,94.55778503417969,28867400,0.0,0
2016-02-23,101.23999786376953,101.48999786376953,100.55000305175781,100.63999938964844,93.69198608398438,29857100,0.0,0
2016-02-24,99.62000274658203,101.81999969482422,98.97000122070312,101.61000061035156,94.59503936767578,36909600,0.0,0
2016-02-25,101.79000091552734,102.5999984741211,101.38999938964844,102.54000091552734,95.46083068847656,22612600,0.0,0
2016-02-26,103.05999755859375,103.47000122070312,102.69999694824219,103.19000244140625,96.06594848632812,27474700,0.0,0
2016-02-29,103.12999725341797,104.02999877929688,102.72000122070312,102.7300033569336,95.63772583007812,32014400,0.0,0
2016-03-01,103.62000274658203,104.94000244140625,103.06999969482422,104.94000244140625,97.69515228271484,36422700,0.0,0
2016-03-02,104.79000091552734,106.08999633789062,104.58999633789062,106.0199966430664,98.70056915283203,24937100,0.0,0
2016-03-03,106.05000305175781,107.1500015258789,105.91999816894531,107.12999725341797,99.73394012451172,28216300,0.0,0
